Timestamp,Город или область где вы живете / Yashayotgan shaharingiz yoki viloyat,Возраст / Yoshingiz,Пол / Jinsingiz,Уровень английского / Ingliz tilini bilishingiz darajasi,Образование / Maʼlumotingiz,Должность / Lavozim,Уровень / Daraja,Язык программирования и технологии используемые на работе / Ish jarayonida ishlatiladigan dasturlash tili yoki texnologiyalar,Общий опыт работы (в годах) / Umumiy tajribangiz (yillarda),Опыт работы на текущем месте (в годах) / Joriy ish joyingizdagi tajribangiz (yillarda),Главный офис компании находится в / Kompaniyaning bosh ofisi qayerda?,Тип компании / Kompaniyaning yoʻnalishi yoki turi,Размер компании / Kompaniya hajmi,Работаю / Ishlayman,Компания предлагает / Kompaniya quyidagi qoʻshimchalarni beradi,Получаю зарплату / Maosh olaman,Зарплата в месяц / Oylik maosh,На сколько изменилась зарплата за 12 месяцев / Soʻnggi 12 oy ichida maoshingiz qanchaga oʻzgardi?,Оставьте ваш фидбек и комментарии / Fikringiz va izohingizni qoldiring
2/11/2020 13:39:17,Ташкент / Toshkent shahri,36,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Team Lead,Lead,"SQL/PL-SQL, C++, Pro C/C++",>10,>10,Южная Корея / Janubiy Koreya,Сервисная / Xizmat koʻrsatuvchi,до 1000 человек / 1000 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,24000000,1.3,Thanks for the efforts made for the prosperity of highlighted area in our country!!!
2/11/2020 14:06:05,Ташкент / Toshkent shahri,29,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,"CTO, Director of Engineering",Middle,"PHP, Android (Kotlin, Java), SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS), Python",>10,<1,Узбекистан / Oʻzbekiston,Сервисная / Xizmat koʻrsatuvchi,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,13000000,3000000,Oylikni ko'rsatish joylarida man uchun muammo bo'ladi. Oyligim kam lekin % olaman tasischi sifatida. :) 
2/12/2020 8:27:04,Ташкент / Toshkent shahri,25,Женской / Ayol,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Junior,"PHP, Web (HTML/CSS), Java Script",1-3,<1,Узбекистан / Oʻzbekiston,Сервисная / Xizmat koʻrsatuvchi,до 200 человек / 200 kishigacha,в офисе / ofisda,,в сумах / soʻmda,3000000,1000000,
2/12/2020 9:08:47,Ташкент / Toshkent shahri,20,Мужской / Erkak,Intermediate (средний / oʻrtacha),Колледж / Kollej,System Architect,Junior,Web (HTML/CSS),<1,<1,Узбекистан / Oʻzbekiston,Сервисная / Xizmat koʻrsatuvchi,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в сумах / soʻmda,2500000,0,Juda ajoyib ishni boshlabsilar omad men ham chet el saytlarini muntazam kuzatib borar edim va bu fikr manda ham paydo bolgandi faqat bilim kamli qilgandi
2/11/2020 11:58:35,Ташкент / Toshkent shahri,28,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,"CTO, Director of Engineering",Lead,,7-10,<1,Узбекистан / Oʻzbekiston,Сервисная / Xizmat koʻrsatuvchi,до 10 человек / 10 kishigacha,в офисе / ofisda,Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi),в долларах США / AQSh dollarida,1500,40,
2/12/2020 20:36:44,Ташкент / Toshkent shahri,38,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,"CTO, Director of Engineering",Lead,"PHP, Java/Scala, Android (Kotlin, Java), SQL/PL-SQL, iOS (Swift, Objective C), Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",>10,<1,Европа / Yevropa,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,3000,2000,can i have result?
2/11/2020 11:44:02,Ташкент / Toshkent shahri,38,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,"CTO, Director of Engineering",Middle,,>10,7-10,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),Возможность удалённой работы / Masofadan ishlash imkoniyati,в сумах / soʻmda,480000,0,
2/11/2020 11:48:19,Ташкент / Toshkent shahri,28,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,"CTO, Director of Engineering",Lead,"PHP, Java/Scala, Android (Kotlin, Java), SQL/PL-SQL, Frontend Development (JavaScript, TypeScript)",>10,7-10,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в долларах США / AQSh dollarida,1000,0,
2/11/2020 14:36:55,Ташкент / Toshkent shahri,28,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,"CTO, Director of Engineering",Senior,"Java/Scala, Android (Kotlin, Java), C++, Game Development (Unity, Unreal Engine)",7-10,5-7,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,12000000,0,no
2/11/2020 18:34:07,Ташкент / Toshkent shahri,25,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,"CTO, Director of Engineering",Middle,"Java/Scala, Android (Kotlin, Java), Frontend Development (JavaScript, TypeScript), Web (HTML/CSS), nodejs",1-3,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в сумах / soʻmda,8000000,,
2/11/2020 18:59:34,Ташкент / Toshkent shahri,23,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Data Scientist,Junior,"SQL/PL-SQL, Python",1-3,1-3,Российская Федерация / Rossiya Federatsiyasi,Стартап / Startap,до 200 человек / 200 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,4000000,2000000,
2/11/2020 15:48:51,Ташкент / Toshkent shahri,30,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Data Scientist,Senior,"PHP, Java/Scala, Web (HTML/CSS), Python",5-7,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik),в долларах США / AQSh dollarida,1500,,
2/11/2020 12:03:47,Ташкент / Toshkent shahri,31,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Designer,Senior,,>10,<1,Европа / Yevropa,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,1200,,Пожалуйста поделитесь результатом опроса. 
2/11/2020 10:52:52,Ташкент / Toshkent shahri,27,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Designer,Senior,,5-7,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,24000000,,
2/11/2020 11:45:18,Ташкент / Toshkent shahri,22,Мужской / Erkak,Intermediate (средний / oʻrtacha),Колледж / Kollej,Designer,Middle,,1-3,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в сумах / soʻmda,8000000,2000000,
2/11/2020 12:01:30,Наманганская область / Namangan viloyati,30,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,Designer,Middle,,<1,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik),в сумах / soʻmda,2000000,,
2/11/2020 13:55:53,Ташкент / Toshkent shahri,24,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Designer,Junior,,3-5,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,4000000,,
2/11/2020 15:02:48,Джизакская область / Jizzax viloyati,40,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,Project Manager,Lead,,>10,7-10,Российская Федерация / Rossiya Federatsiyasi,Стартап / Startap,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в долларах США / AQSh dollarida,1500,0,Йук
2/11/2020 16:34:39,Ташкент / Toshkent shahri,24,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Project Manager,Middle,,3-5,3-5,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,1500,500,
2/15/2020 8:01:44,Ташкент / Toshkent shahri,33,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,QA Engineer,Senior,Java/Scala,3-5,1-3,Европа / Yevropa,Стартап / Startap,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),"Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в долларах США / AQSh dollarida,750,,
2/12/2020 8:59:05,Ташкент / Toshkent shahri,34,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,QA Engineer,Lead,"SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",7-10,7-10,США / AQSh,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в сумах / soʻmda,5000000,,
2/11/2020 11:22:50,Ташкент / Toshkent shahri,28,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,QA Engineer,Middle,"Android (Kotlin, Java), iOS (Swift, Objective C)",3-5,3-5,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn)",в долларах США / AQSh dollarida,1200,300,
2/11/2020 13:14:21,Ташкент / Toshkent shahri,23,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,QA Engineer,Middle,"Android (Kotlin, Java)",<1,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,1000000,500000,
2/11/2020 12:01:04,Ташкент / Toshkent shahri,27,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",7-10,1-3,СНГ / MDH,Стартап / Startap,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),,в долларах США / AQSh dollarida,1000,0,
2/11/2020 13:24:09,Ташкент / Toshkent shahri,25,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Колледж / Kollej,Software Engineer,Senior,"Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",3-5,1-3,Европа / Yevropa,Стартап / Startap,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),"Возможность удалённой работы / Masofadan ishlash imkoniyati, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,2600,1.5,
2/11/2020 14:08:44,Ташкент / Toshkent shahri,31,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"PHP, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",7-10,3-5,Европа / Yevropa,Стартап / Startap,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),"Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в долларах США / AQSh dollarida,3500,,
2/12/2020 1:42:59,Ташкент / Toshkent shahri,22,Женской / Ayol,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"Python, C++",1-3,1-3,Южная Корея / Janubiy Koreya,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,900,0,
2/11/2020 10:34:28,Ташкент / Toshkent shahri,32,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Middle,"PHP, Golang",3-5,1-3,Российская Федерация / Rossiya Federatsiyasi,Стартап / Startap,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),Возможность удалённой работы / Masofadan ishlash imkoniyati,в долларах США / AQSh dollarida,1200,0,
2/11/2020 12:19:47,Ташкент / Toshkent shahri,21,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Senior,"Android (Kotlin, Java)",3-5,<1,Российская Федерация / Rossiya Federatsiyasi,Стартап / Startap,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,3000,500,
2/11/2020 21:53:50,Ташкент / Toshkent shahri,25,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Junior,Python,<1,<1,Российская Федерация / Rossiya Federatsiyasi,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в долларах США / AQSh dollarida,800,,"Многие только начинающие программисты долго думают как продолжить эту профессию или как найти работу, при такой ситуации кодерам нужен в полне действующий сайт фрилансера! Рынок где девелопер может представить свои услуги, а те кто просто бизнесом занимаются найти хороших программистов и т.д. 
Спасибо за внимание! Удачи во всех начинаниях! "
2/12/2020 11:01:43,Ташкент / Toshkent shahri,25,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Lead,"C#/.NET, C++",3-5,3-5,Российская Федерация / Rossiya Federatsiyasi,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,,в долларах США / AQSh dollarida,1500,0,
2/11/2020 11:34:09,Ташкент / Toshkent shahri,35,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Lead,Python,7-10,3-5,США / AQSh,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn)",в долларах США / AQSh dollarida,2500,,
2/11/2020 11:48:08,Ташкент / Toshkent shahri,27,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",3-5,<1,США / AQSh,Стартап / Startap,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati",в сумах / soʻmda,16000000,1,
2/11/2020 12:23:55,Ташкент / Toshkent shahri,24,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"iOS (Swift, Objective C)",1-3,<1,США / AQSh,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Акции, опционы (equity) / Aksiya yoki opsionlar beriladi, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,800,100,
2/11/2020 12:45:59,Ташкент / Toshkent shahri,30,Мужской / Erkak,Intermediate (средний / oʻrtacha),Колледж / Kollej,Software Engineer,Senior,"Frontend Development (JavaScript, TypeScript)",>10,<1,США / AQSh,Стартап / Startap,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),Возможность удалённой работы / Masofadan ishlash imkoniyati,в долларах США / AQSh dollarida,2350,,
2/11/2020 13:55:27,Ташкент / Toshkent shahri,32,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"iOS (Swift, Objective C)",7-10,5-7,США / AQSh,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в долларах США / AQSh dollarida,1650,150,Опрос - хорошая идея. Буду ждать опубликованных результатов.
2/11/2020 19:16:24,Ташкент / Toshkent shahri,30,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Middle,"iOS (Swift, Objective C), Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",7-10,3-5,США / AQSh,Стартап / Startap,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),"Возможность удалённой работы / Masofadan ishlash imkoniyati, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,2400,,
2/12/2020 4:22:11,Ташкент / Toshkent shahri,21,Мужской / Erkak,Advanced (продвинутый / yuqori),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Middle,"Golang, Python",3-5,1-3,США / AQSh,Стартап / Startap,до 200 человек / 200 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в долларах США / AQSh dollarida,1100,400,
2/11/2020 10:38:21,Ташкент / Toshkent shahri,30,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"PHP, Web (HTML/CSS)",5-7,5-7,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в сумах / soʻmda,9500000,1500000,
2/11/2020 11:01:29,Ташкент / Toshkent shahri,31,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"Java/Scala, SQL/PL-SQL",3-5,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn)",в долларах США / AQSh dollarida,1500,2,
2/11/2020 11:06:41,Ташкент / Toshkent shahri,40,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Lead,"PHP, SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",>10,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin",в сумах / soʻmda,10000000,2000000,
2/11/2020 11:19:29,Ташкент / Toshkent shahri,20,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Колледж / Kollej,Software Engineer,Middle,Python,1-3,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в долларах США / AQSh dollarida,600,200,
2/11/2020 11:24:28,Ташкент / Toshkent shahri,24,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"PHP, SQL/PL-SQL, iOS (Swift, Objective C), Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",3-5,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi,в сумах / soʻmda,5600000,2000000,
2/11/2020 11:24:48,Ташкент / Toshkent shahri,22,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",1-3,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,,в сумах / soʻmda,8000000,4000000,
